# x, y
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 -3.725290298461914062e-08
1.000000000000000000e+00 -3.725290298461914062e-08
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 -3.725290298461914062e-08
5.000000000000000000e-01 -5.208333954215049744e-02
2.500000000000000000e-01 -2.441406250000000000e-02
7.500000000000000000e-01 -4.394531250000000000e-02
1.250000000000000000e-01 -7.832845672965049744e-03
6.250000000000000000e-01 -5.340576171875000000e-02
3.750000000000000000e-01 -4.119873046875000000e-02
8.750000000000000000e-01 -2.492263913154602051e-02
6.250000000000000000e-02 -2.193450927734375000e-03
5.625000000000000000e-01 -5.407333374023437500e-02
3.125000000000000000e-01 -3.321965783834457397e-02
8.125000000000000000e-01 -3.545761108398437500e-02
1.875000000000000000e-01 -1.562118530273437500e-02
6.875000000000000000e-01 -5.000434815883636475e-02
4.375000000000000000e-01 -4.766463860869407654e-02
9.375000000000000000e-01 -1.287460327148437500e-02
3.125000000000000000e-02 -5.789597635157406330e-04
5.312500000000000000e-01 -5.339980125427246094e-02
2.812500000000000000e-01 -2.887129783630371094e-02
7.812500000000000000e-01 -3.998480737209320068e-02
1.562500000000000000e-01 -1.153349876403808594e-02
